text,label,model
"സ്മാർട്ട് ഫോണുകളുടെ പുതിയ മോഡലുകൾ വിപണിയിൽ എത്തി. നവീകരിച്ച ക്യാമറകളും, ഉയർന്ന പ്രകടനമുള്ള പ്രോസസർകളും, നീണ്ട ബാറ്ററി ലൈഫും ഉള്ള ഫോണുകൾ ഉപഭോക്താക്കളുടെ ശ്രദ്ധ നേടാൻ അവസരം നൽകുന്നു. ഈ വർഷം തന്നെ, ഒന്നിലധികം ബ്രാൻഡുകൾ പുതിയ സാങ്കേതികവിദ്യകൾ അവതരിപ്പിക്കാൻ ഒരുങ്ങുകയാണ്.",3,openai
"തകർപ്പൻ സാങ്കേതികവിദ്യകളുടെ വികസനത്തിൽ ഇന്ത്യ മുന്നേറുന്നു. സിലിക്കൺ വാലിയിൽ നിന്നുള്ള പ്രമുഖ ടെക് കമ്പനികൾ ഇന്ത്യയിലെ സ്റ്റാർട്ടപ്പുകൾക്ക് നിക്ഷേപം നടത്താൻ എത്തുന്നു. ഇത് ഇന്ത്യൻ യുവാവുകൾക്ക് പുതിയ അവസരങ്ങൾ നൽകുന്നുണ്ട്. അടുത്തിടെ, ഒരു പ്രമുഖ സ്റ്റാർട്ടപ്പ് 100 മില്യൻ ഡോളർ ഡോളർ നിക്ഷേപം നേടുകയുണ്ടായി, ഇത് ഇന്ത്യയുടെ ടെക് മേഖലയിലെ വളർച്ചയെ പ്രതിഫലിപ്പിക്കുന്നു.",3,openai
കേരള സർക്കാർ സ്റ്റാർട്ടപ്പ് സംരംഭങ്ങൾക്ക് സഹായത്തിനായി ഒരു പുതിയ സബ്സിഡി പദ്ധതി പ്രഖ്യാപിച്ചു.  യുവതലമുറയെ പ്രോത്സാഹിപ്പിക്കുന്നതിനും തൊഴിൽ സൃഷ്ടിക്കാനും ഈ പദ്ധതി ലക്ഷ്യമിടുന്നു.  വിജയകരമായ സംരംഭങ്ങൾക്ക് സർക്കാർ സാമ്പത്തിക സഹായം നൽകും.,2,sarvam
ആഗോളതലത്തിൽ സൈബർ ആക്രമണങ്ങളുടെ എണ്ണം ക്രമാതീതമായി വർദ്ധിക്കുന്നതായി സൈബർ സുരക്ഷാ വിദഗ്ദ്ധർ മുന്നറിയിപ്പ് നൽകി. വ്യക്തിഗത വിവരങ്ങൾ ചോർത്തുന്ന ഫിഷിംഗ് ആക്രമണങ്ങളും റാന്സംവെയർ ഭീഷണികളും പെരുകുകയാണ്. ഡിജിറ്റൽ ഇടപാടുകൾ നടത്തുമ്പോൾ ഉപയോക്താക്കൾ അതീവ ജാഗ്രത പാലിക്കണമെന്നും ശക്തമായ പാസ്‌വേഡുകൾ ഉപയോഗിക്കണമെന്നും അധികൃതർ നിർദ്ദേശിച്ചു. സംശയകരമായ ലിങ്കുകളിൽ ക്ലിക്ക് ചെയ്യുന്നത് ഒഴിവാക്കാനും ആവശ്യപ്പെട്ടു.,3,gemini
"ഇന്ത്യയിലെ ആദ്യത്തെ സ്വദേശീയ ആപ്പിൾ സ്റ്റോർ ഓപ്പൺ ചെയ്തു. ഡൽഹിയിലെ സാക്രെഡ് ഹാർട്ട് കാത്തഡ്രലിൽ നിന്ന് അര കിലോമീറ്റർ അകലെയാണ് പുതിയ ഷോറൂം സ്ഥിതി ചെയ്യുന്നത്. ഇത് ആപ്പിളിന്റെ ഇന്ത്യൻ വിപണിയിലെ വലിയ നിക്ഷേപത്തിന്റെ ഭാഗമാണ്, കൂടാതെ ഉയർന്നുവരുന്ന ടെക് ഉപഭോക്താക്കളെ ലക്ഷ്യംവച്ചതുമാണ്.",3,deepseek
"കേരളത്തിലെ എഞ്ചിനീയറിംഗ് കോളേജുകളിൽ പുതിയ ബിരുദ കോഴ്‌സുകൾ ആരംഭിക്കാൻ തീരുമാനിച്ചു. നൂതന സാങ്കേതികവിദ്യകളെ അടിസ്ഥാനമാക്കി, ഈ കോഴ്‌സുകൾ വിദ്യാർത്ഥികളെ മികച്ച കരിയർ അവസരങ്ങളിലേക്ക് നയിക്കും. സർക്കാർ ഈ നിക്ഷേപത്തിലൂടെ സംസ്ഥാനത്തിലെ തൊഴിൽ സാധ്യതകൾ വർധിപ്പിക്കാൻ ഉദ്ദേശിക്കുന്നു.",2,openai
കൊച്ചിയിലെ ജവഹർലാൽ നെഹ്റു സ്റ്റേഡിയത്തിൽ നടന്ന ഐപിഎൽ മത്സരത്തിൽ രോയൽ ചലഞ്ചർസ് ബാംഗ്ലൂർ ടീം ചെന്നൈ സൂപ്പർ കിംഗ്സിനെ 24 റൺസിന് തോൽപ്പിച്ചു. വിർറ്റ് കോളിയുടെ അർദ്ധശതകവും ഗ്ലെൻ മാക്സ്‌വെല്ലിന്റെ പിന്നോക്കം വരാത്ത സ്ട്രൈക്ക് റേറ്റുമായിരുന്നു മത്സരം തിരിച്ചുപിടിച്ചത്. ഈ വിജയത്തോടെ ആർസിബി പ്ലേഓഫ് ടിക്കറ്റിനായുള്ള കൂട്ടായ്മയിൽ ശക്തമായ സ്ഥാനം നേടി.,1,deepseek
ഓണം സീസൺ തുടങ്ങിയതോടെ ഹോട്ടലുകളും ടൂർ പാക്കേജുകളും വലിയ ആവശ്യം കാണുന്നു. ലാഭം പ്രതീക്ഷിക്കുന്നു.,2,sarvam
കേരളത്തിലെ ഒരു ഫുട്ബോൾ താരം യൂറോപ്പിലെ പ്രമുഖ ഫുട്ബോൾ ക്ലബ്ബിൽ ചേരാൻ ഒപ്പുവച്ചു. ഇത് മലയാളത്തിന്റെ കായിക മേഖലയിൽ ഒരു വലിയ നേട്ടമായി വിലയിരുത്തപ്പെടുന്നു.,1,sarvam
"കഴിഞ്ഞ ദിവസം പുറത്തിറങ്ങിയ പുതിയ മലയാളം ചിത്രമായ 'സന്ധ്യാകാലം' വലിയ ശ്രദ്ധ നേടിയിരിക്കുകയാണ്. ചിത്രത്തിന്റെ ആദ്യ ദിനം box office-ല്‍ മികച്ച വരുമാനവുമായി ശ്രദ്ധിക്കപ്പെട്ടിട്ടുണ്ട്. പ്രേക്ഷകര്‍ ചിത്രത്തില്‍ അഭിനയിച്ച താരങ്ങള്‍ക്കും കഥയ്ക്കുമുള്ള പ്രതികരണങ്ങള്‍ വളരെ പോസിറ്റീവാണ്. സംവിധായകൻ മനോജ് കേരളത്തില്‍ ഒരുക്കിയ ഈ ചിത്രം, അടുത്ത മൂന്ന് മാസത്തേക്ക് പ്രദർശനത്തിൽ തുടരുമെന്നാണ് പ്രതീക്ഷ.",0,openai
"കമ്പ്യൂട്ടർ സാങ്കേതികവിദ്യയിൽ പുതിയ മുന്നേറ്റം: ലോകത്തിലെ ഏറ്റവും ശക്തമായ കൃത്രിമ ബുദ്ധി മോഡൽ അവതരിപ്പിച്ചു. ഈ മോഡൽ മനുഷ്യരുടെ ആശയവിനിമയം, ശബ്ദം തിരിച്ചറിയൽ, ഇമേജ് വിശകലനം എന്നിവയിലേക്ക് വിപ്ലവകരമായ മാറ്റങ്ങൾ കൊണ്ടുവരുമെന്ന് പ്രതീക്ഷിക്കുന്നു. വികസിപ്പിച്ചെടുത്ത കമ്പനി, പുതിയ സോഫ്റ്റ്വെയർ ടെക്നോളജികൾക്ക് അടിസ്ഥാനമാക്കിയുള്ള ഈ മോഡലിന്റെ ഉപയോഗം വിവിധ വ്യവസായങ്ങളിൽ വ്യാപകമായി വ്യാപിപ്പിക്കാൻ പദ്ധതിയിടുന്നു.",3,openai
മലയാള സിനിമാ ലോകത്തെ വലിയ വാർത്ത: ബ്ലോക്ക്ബസ്റ്റർ ചിത്രമായ 'അയല'യുടെ തുടർചിത്രം അടുത്ത മാസം തന്നെ തിരക്കഥ എഴുതാൻ തുടങ്ങുമെന്ന് സംവിധായകൻ ഹനീഫ് അദ്ദേനിപ്പ് തിരിച്ചറിഞ്ഞു. പ്രധാന കഥാപാത്രങ്ങളായ ഫഹദ് ഫാസിലും നസ്ലിയ എയിമും തിരിച്ചെത്തുമെന്നും അദ്ദേഹം സ്ഥിരീകരിച്ചു. ആദ്യ ചിത്രത്തിന്റെ വിജയം കാരണം ആരാധകർ ഈ പ്രോജക്റ്റിനെ കാത്തിരിക്കുന്നു.,0,deepseek
"ഇന്നത്തെ കാലത്ത്, ടെക്‌നോളജി രംഗത്ത് പുതിയ മാറ്റങ്ങൾ തുടരുകയാണ്. എഐ, ബ്ലോക്ക്‌ചെയിൻ, ക്വാൻട്ടം കമ്പ്യൂട്ടിംഗ് എന്നിവയുടെ വളർച്ച ലോകമെമ്പാടുമുള്ള വ്യവസായങ്ങളെ മാറ്റിമറിക്കുന്നു. ഇന്ത്യയിലെ സ്റ്റാർട്ടപ് ഇക്കോസിസ്റ്റം പുതിയ ഉയരങ്ങളിൽ എത്തുകയാണ്, പുതിയ ആശയങ്ങളും കണ്ടുപിടുത്തങ്ങളും ലോകത്തെ വിവിധ മേഖലകളിൽ വിപ്ലവം സൃഷ്ടിക്കുന്നു. ഈ സാഹചര്യത്തിൽ, രാജ്യത്തിന്റെ സാമ്പത്തിക വളർച്ചയിൽ ടെക്‌നോളജിയുടെ പങ്ക് അനിവാര്യമാണ്.",3,openai
"കേരളത്തിലെ ടെക്ക്നോളജി സ്റ്റാർട്ടപ്പുകൾക്ക് സംരംഭകത്വ വികസനത്തിന് പുതിയ പദ്ധതികൾ പ്രഖ്യാപിച്ചു. പുതിയ പദ്ധതി പ്രകാരം, യുവ സംരംഭകർക്ക് സാമ്പത്തിക സഹായവും പരിശീലനവും ലഭ്യമാകും. ഈ സംരംഭങ്ങൾ രാജ്യത്തെ ഡിജിറ്റൽ പരിസ്ഥിതിയെ ഉയർത്തുന്നതിലേക്ക് സഹായിക്കുമെന്ന് പ്രതീക്ഷിക്കുന്നു.",3,openai
"ഇന്നലെ നടന്ന ഐ പി എൽ 2023 ലെ മത്സരത്തിൽ മുംബൈ ഇന്ത്യന്‍സിന് മികച്ച വിജയം. ചെന്നൈ സൂപ്പർ കിങ്സിനെ നേരിടുന്ന ഈ മത്സരത്തിൽ, മുംബൈ 8 വിക്കറ്റുകൾ കൊണ്ട് ജയിച്ചു. ചെന്നൈയുടെ 150 റൺസ് ലക്ഷ്യം പിന്തുടർന്ന്, മുംബൈ 152 റൺസ് നേടുന്നതോടെ, ടൂർണമെന്റിൽ അവരുടെ പosição ശക്തി വർദ്ധിച്ചു.",1,openai
